M,Nbus,S,bias_scale,epochs,gnn_dropout,gnn_hidden,gnn_layers,gnn_type,hidden,layers,lr,nhead,tag,test_theta_deg,test_|V|,trust_lambda,use_bus_smooth,use_gnn,use_mask,val_loss,w_temp_th,w_temp_vm,wls_theta_deg,wls_|V|
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.6819094114675447,0.015630862209945917,0.01,True,True,False,0.000307958252960816,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.45575493781797316,0.013223996851593256,0.01,False,True,True,0.00029213112429715693,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.341073780476998,0.010615759529173374,0.01,True,True,True,0.0002725191880017519,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,6.7245865480381255,0.02502117771655321,0.01,False,False,False,0.015106461010873318,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,5.37612705963825,0.01668478734791279,0.01,True,False,False,0.01137375645339489,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,6.751072100648731,0.019514200277626514,0.01,False,False,True,0.012942856177687645,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,5.899308024117002,0.017525458708405495,0.01,True,False,True,0.01145250629633665,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,1.2396029216159747,0.019254217855632305,0.01,False,True,False,0.000675181217957288,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.8248539316146724,0.016329927369952202,0.01,True,True,False,0.0005436481442302465,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.7069697757387182,0.01638655923306942,0.01,False,True,True,0.0005324224475771189,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.897510068910683,0.01746770180761814,0.01,True,True,True,0.0006131172995083034,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.781483731371624,0.02180411946028471,0.001,False,False,False,0.014386952854692936,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,2,tag,256,2,0.001,4,W96,5.314732837066533,0.018703162670135498,0.001,True,False,False,0.011171963065862656,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,2,tag,256,2,0.001,4,W96,5.922337074120758,0.023834426887333393,0.001,False,False,True,0.013770969584584236,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.171133117940819,0.020606474950909615,0.001,True,False,True,0.013823593966662884,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,2,tag,256,2,0.001,4,W96,1.0674150532591433,0.014625458512455225,0.001,False,True,False,0.00034821132430806756,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.783058003051381,0.013824984431266785,0.001,True,True,False,0.00027762530953623354,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,2,tag,256,2,0.001,4,W96,1.0332499667830637,0.012708214111626148,0.001,False,True,True,0.0003829975030384958,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,2,tag,256,2,0.001,4,W96,1.0047387294750205,0.01337725529447198,0.001,True,True,True,0.00032560707768425345,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,2,tag,256,2,0.001,4,W96,6.556768586687501,0.01963144727051258,0.001,False,False,False,0.011979170143604279,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,2,tag,256,2,0.001,4,W96,6.202487528212586,0.017768441699445248,0.001,True,False,False,0.01105839479714632,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,2,tag,256,2,0.001,4,W96,7.031404835414035,0.02243146114051342,0.001,False,False,True,0.013345044106245041,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,2,tag,256,2,0.001,4,W96,5.776345409149732,0.01808745600283146,0.001,True,False,True,0.01229927223175764,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.8245286894699366,0.03512156009674072,0.001,False,True,False,0.0019564321264624596,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.3360731537834696,0.028455526567995548,0.001,True,True,False,0.0010142120299860835,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,2,tag,256,2,0.001,4,W96,2.2351945603688934,0.02369785401970148,0.001,False,True,True,0.00160667032469064,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.495669008116427,0.021236099302768707,0.001,True,True,True,0.0009024111204780638,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,3,tag,256,2,0.001,4,W96,6.638639289504094,0.022821441292762756,0.001,False,False,False,0.013532749377191067,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,3,tag,256,2,0.001,4,W96,5.805054401778588,0.017194359563291073,0.001,True,False,False,0.01186289731413126,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,3,tag,256,2,0.001,4,W96,6.520714792823354,0.025193268433213234,0.001,False,False,True,0.0146827707067132,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,3,tag,256,2,0.001,4,W96,6.041439991876736,0.018420047126710415,0.001,True,False,True,0.012435615062713623,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.6864764868251825,0.013153896201401949,0.001,False,True,False,0.0002184379263781011,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.36934349322464444,0.012764854356646538,0.001,True,True,False,0.0001606189616722986,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.7568008348911478,0.015657024923712015,0.001,False,True,True,0.00025238978560082614,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.5675506203790956,0.01539538148790598,0.001,True,True,True,0.00021701802324969321,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,3,tag,256,2,0.001,4,W96,6.637066211560875,0.01975612062960863,0.001,False,False,False,0.01350670401006937,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,3,tag,256,2,0.001,4,W96,5.56694803089642,0.015958184376358986,0.001,True,False,False,0.011270721442997456,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,3,tag,256,2,0.001,4,W96,6.523046875538091,0.022214299999177456,0.001,False,False,True,0.01149850245565176,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,3,tag,256,2,0.001,4,W96,5.945823319912082,0.018590763211250305,0.001,True,False,True,0.01068785134702921,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.9268264414475678,0.01920020394027233,0.001,False,True,False,0.0005799368373118341,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.7627727681032661,0.01634511025622487,0.001,True,True,False,0.0004009540134575218,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.790416838190982,0.016968118958175182,0.001,False,True,True,0.00048019143287092447,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.5872253804897141,0.013791569508612156,0.001,True,True,True,0.0004148811276536435,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,6.480568861872723,0.02286100946366787,0.001,False,False,False,0.01466751005500555,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,5.633700963758836,0.017400620505213737,0.001,True,False,False,0.011561904102563858,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,6.359671311912324,0.019669906236231327,0.001,False,False,True,0.011763418093323708,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,5.233330215651497,0.018263467587530613,0.001,True,False,True,0.009980437345802784,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.6947274353838373,0.013821003958582878,0.001,False,True,False,0.0002052207273663953,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.3527166383300781,0.014298581518232822,0.001,True,True,False,0.00019193727348465472,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.7039207632849687,0.014499487355351448,0.001,False,True,True,0.00025504763470962644,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.6493728982216898,0.015035220887511969,0.001,True,True,True,0.0002544361923355609,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,7.026484111003864,0.02480698935687542,0.001,False,False,False,0.012859322130680084,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,5.59483270506982,0.017377305775880814,0.001,True,False,False,0.01082555204629898,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,6.742721767501568,0.02102500945329666,0.001,False,False,True,0.009776229038834572,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,5.853367531429262,0.017560030333697796,0.001,True,False,True,0.011329742148518562,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.7683686407046371,0.01721508987247944,0.001,False,True,False,0.00042977966950275004,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.8954573836216826,0.016285844147205353,0.001,True,True,False,0.0004884573281742632,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.8666575708212064,0.0172685906291008,0.001,False,True,True,0.0005316577735356987,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,2.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.8239759588216348,0.018189371563494205,0.001,True,True,True,0.0005454866332001984,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.788100050243251,0.025288994424045086,0.01,False,False,False,0.017474282532930374,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,5.642729620067946,0.01700439117848873,0.01,True,False,False,0.011856772005558014,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.515141145017212,0.01929557416588068,0.01,False,False,True,0.014788422733545303,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.045574817645533,0.019123858772218227,0.01,True,False,True,0.01104455441236496,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.7314281228675785,0.015556507278233767,0.01,False,True,False,0.0004557512002065778,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.9307571886344836,0.013649040833115578,0.01,True,True,False,0.0005296425078995526,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.8591856373539033,0.013930144719779491,0.01,False,True,True,0.00043643152457661927,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.8502508961458805,0.013235702645033598,0.01,True,True,True,0.0005192487151362002,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,6.218744018767451,0.019812392070889473,0.01,False,False,False,0.011094414629042149,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,6.548673104973743,0.021094895899295807,0.01,True,False,False,0.012921810150146484,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,7.029014482647941,0.024854697287082672,0.01,False,False,True,0.013541366904973984,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,5.561810234536689,0.019650734029710293,0.01,True,False,True,0.012333964928984642,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.9031998755472013,0.026161259971559048,0.01,False,True,False,0.0015414984663948417,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.4598840462291436,0.022738812491297722,0.01,True,True,False,0.001139606349170208,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,2.4093822067290844,0.03814541548490524,0.01,False,True,True,0.005422072485089302,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.5659116340361905,0.03273785766214132,0.01,True,True,True,0.0013113130116835237,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,6.285297808926879,0.021675818599760532,0.01,False,False,False,0.015558062121272087,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,5.632878993180906,0.017796493135392666,0.01,True,False,False,0.011265243403613567,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,6.573593690490769,0.021375142969191074,0.01,False,False,True,0.014699541963636875,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,5.586931670303996,0.017899376340210438,0.01,True,False,True,0.013843650929629803,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.5838402213431794,0.014681012835353613,0.01,False,True,False,0.0003199517377652228,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.610608906639223,0.01360540371388197,0.01,True,True,False,0.0002953213406726718,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.5576880139805823,0.014178646262735128,0.01,False,True,True,0.0003350605838932097,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.47393327285055054,0.014259749092161655,0.01,True,True,True,0.0003102922346442938,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,6.193918202125159,0.017975755035877228,0.01,False,False,False,0.011638359166681767,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,5.270192319715234,0.017811513505876064,0.01,True,False,False,0.010460373014211655,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,6.192105640674167,0.02163730189204216,0.01,False,False,True,0.010659921914339066,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,5.76317851197724,0.021042747423052788,0.01,True,False,True,0.012883776798844337,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.7483795851704923,0.014353665988892317,0.01,False,True,False,0.000624334265012294,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.7707087008668805,0.014766778331249952,0.01,True,True,False,0.0006166326347738504,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.6626431820466576,0.014392637647688389,0.01,False,True,True,0.000588634458836168,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.6958558306594909,0.014558096416294575,0.01,True,True,True,0.0006021002773195505,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,4,tag,256,2,0.001,4,W96,6.90259792639476,0.021899981424212456,0.01,False,False,False,0.017320608720183372,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,4,tag,256,2,0.001,4,W96,6.225056180777601,0.021294005215168,0.01,True,False,False,0.012819563038647175,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,4,tag,256,2,0.001,4,W96,6.2904127668415715,0.019888512790203094,0.01,False,False,True,0.013758751563727856,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,4,tag,256,2,0.001,4,W96,5.761362321988251,0.018053028732538223,0.01,True,False,True,0.012192431837320328,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.6814166773519517,0.015108924359083176,0.01,False,True,False,0.00041867353138513863,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.7422890307823979,0.0148920645006001,0.01,True,True,False,0.0003392859362065792,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.8048072997202584,0.015845104586333036,0.01,False,True,True,0.00040953257121145725,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,4,tag,256,2,0.001,4,W96,0.5267174016432322,0.015182455070316792,0.01,True,True,True,0.0002845428534783423,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,4,tag,256,2,0.001,4,W96,6.327957249492075,0.01936663594096899,0.01,False,False,False,0.013009365648031235,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,4,tag,256,2,0.001,4,W96,5.686688931009559,0.01816058997064829,0.01,True,False,False,0.011396925896406174,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,4,tag,256,2,0.001,4,W96,6.841208186134685,0.019801581278443336,0.01,False,False,True,0.010945734567940235,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,4,tag,256,2,0.001,4,W96,5.4557907575792814,0.017087415792047977,0.01,True,False,True,0.01039046049118042,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.8922515969821401,0.021043002605438232,0.01,False,True,False,0.0007481613429263234,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.7807782673333304,0.013964490499347448,0.01,True,True,False,0.000600176106672734,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.9152734699511821,0.018237815238535404,0.01,False,True,True,0.000691003690008074,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,4,tag,256,2,0.001,4,W96,0.8165388699912695,0.013885790016502142,0.01,True,True,True,0.0005827656714245677,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.148657313259835,0.02572927623987198,0.001,False,False,False,0.013383550569415092,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.009794444791598,0.019841166213154793,0.001,True,False,False,0.009959414601325989,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.486919443696954,0.02251635491847992,0.001,False,False,True,0.011065682396292686,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,6.234640430287009,0.020006281323730946,0.001,True,False,True,0.012926465831696987,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.8035351503069171,0.01467101275920868,0.001,False,True,False,0.000301271618809551,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.7904905295288241,0.012412612792104483,0.001,True,True,False,0.00030068238265812397,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.8427312847565196,0.013493355829268694,0.001,False,True,True,0.00031855967245064676,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,2,tag,256,2,0.001,4,W96,0.9344619792898337,0.013123815879225731,0.001,True,True,True,0.0003146834787912667,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,6.657500856897084,0.020824596285820007,0.001,False,False,False,0.012413562275469303,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,5.986589303973302,0.0183601351454854,0.001,True,False,False,0.012558156624436378,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,6.54326444892474,0.022696965374052525,0.001,False,False,True,0.011337485164403915,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,5.849492039405514,0.021195704117417336,0.001,True,False,True,0.010634849779307842,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.6613533891250691,0.023895285092294216,0.001,False,True,False,0.0010244130389764905,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.2975261274288563,0.024880745448172092,0.001,True,True,False,0.0010463515063747764,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.3962002695424438,0.030183703638613224,0.001,False,True,True,0.0015230851713567972,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,2,tag,256,2,0.001,4,W96,1.5028316353999491,0.029827133752405643,0.001,True,True,True,0.0013094368623569608,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,6.209996894318192,0.017961212433874607,0.001,False,False,False,0.013403289951384068,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,5.869224242474269,0.018652494065463543,0.001,True,False,False,0.011313137598335743,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,6.31035286379319,0.019268393516540527,0.001,False,False,True,0.012510404922068119,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,6.025303669962581,0.022225596010684967,0.001,True,False,True,0.012470457702875137,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.6851277379075165,0.01588470535352826,0.001,False,True,False,0.00023689547379035503,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.5833266231341061,0.01527029788121581,0.001,True,True,False,0.00022026461374480277,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.5746552444155254,0.012322255410254002,0.001,False,True,True,0.00019775363034568727,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.0,128,3,tag,256,2,0.001,4,W96,0.6378875349259168,0.01504115667194128,0.001,True,True,True,0.00022951098799239844,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,5.7423261578846025,0.01719492208212614,0.001,False,False,False,0.01345881912857294,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,5.861384252524152,0.01826318446546793,0.001,True,False,False,0.013665659353137016,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,6.370029720675472,0.022952129133045673,0.001,False,False,True,0.012448534369468689,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,5.543870315794828,0.017814697697758675,0.001,True,False,True,0.011205758899450302,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.9031317948452795,0.016869922168552876,0.001,False,True,False,0.00042181089520454407,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,100,0.1,128,3,tag,256,2,0.001,4,W96,0.7893102941845871,0.01571022905409336,0.001,True,True,False,0.000418101844843477,0.0001,0.0001,7.7133693419621885,0.09075134247541428
