M,Nbus,S,bias_scale,epochs,hidden,layers,lr,nhead,tag,test_theta_deg,test_|V|,trust_lambda,use_bus_smooth,use_mask,val_loss,w_temp_th,w_temp_vm,wls_theta_deg,wls_|V|
72,33,66,0.0,60,256,2,0.001,4,W96,7.16361808783844,0.021081672981381416,0.0,False,True,0.013269096612930298,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,0.0,60,256,2,0.001,4,W96,6.479152451393592,0.02007316704839468,0.001,False,True,0.013144534081220627,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,60,256,2,0.001,4,W96,6.780113851556214,0.022936051711440086,0.0,False,True,0.014065006747841835,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,60,256,2,0.001,4,W96,6.671026339001001,0.020330507308244705,0.001,False,True,0.013471342623233795,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,0.0,60,256,2,0.0003,4,W96,7.762883304246316,0.02179861254990101,0.0,False,True,0.017135055735707283,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,0.0,60,256,2,0.0003,4,W96,7.561978412452268,0.025809628888964653,0.001,False,True,0.01609520986676216,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,60,256,2,0.0003,4,W96,7.329253803749246,0.022051330655813217,0.0,False,True,0.01612936519086361,0.0001,0.0001,7.7133693419621885,0.09075134247541428
72,33,66,3.0,60,256,2,0.0003,4,W96,7.156569119171575,0.025073629803955555,0.001,False,True,0.020430337637662888,0.0001,0.0001,7.7133693419621885,0.09075134247541428
